customerid,age,tenure,usage_frequency,support_calls,payment_delay,total_spend,last_interaction,gender_Male,subscription_type_Premium,subscription_type_Standard,contract_length_Monthly,contract_length_Quarterly
16025,45,43,25,4,28,113,6,False,False,True,False,True
15926,33,50,4,8,22,536,6,True,False,True,False,False
19265,36,57,12,0,28,855,26,False,True,False,False,True
46587,38,52,28,8,17,210,17,True,False,True,False,True
18537,20,20,24,9,13,639,13,False,False,True,False,False
53618,23,56,4,8,22,208,25,False,False,False,False,True
63840,44,23,30,5,21,229,30,False,False,True,False,True
56585,18,29,1,6,25,941,20,False,True,False,False,True
15540,36,42,23,7,29,866,12,True,False,True,False,True
22554,18,53,28,9,14,282,25,True,False,False,False,False
14947,38,3,6,6,2,861,30,False,False,False,False,False
50701,52,30,8,8,24,284,10,False,False,False,False,True
1275,64,1,26,4,21,239,25,True,False,True,True,False
4621,51,13,18,7,16,396,6,False,False,True,False,True
6367,65,33,13,6,6,599,21,False,False,True,True,False
53376,25,51,13,6,24,621,14,True,True,False,False,True
6589,59,2,27,10,0,273,13,False,False,False,False,True
50705,43,26,11,1,23,302,13,False,False,False,False,True
5408,29,8,15,5,3,247,2,False,True,False,True,False
46190,44,2,26,8,25,746,12,False,False,True,True,False
1025,64,22,1,6,25,326,7,False,False,True,False,False
29664,35,3,15,7,14,519,17,True,False,True,False,True
9687,33,10,25,5,14,563,4,True,True,False,False,True
7275,44,4,17,9,7,435,27,False,False,False,False,True
53326,65,23,28,9,27,455,19,False,False,True,True,False
20304,20,32,2,8,19,255,7,False,False,True,True,False
2413,19,33,16,5,13,685,12,True,False,True,False,True
13808,35,13,9,5,7,523,10,False,False,False,True,False
16570,55,3,20,2,0,821,28,False,False,True,False,False
61077,50,22,28,6,21,648,13,False,False,False,True,False
27636,44,33,20,0,0,970,29,True,False,True,False,False
22358,47,18,18,5,22,282,11,False,True,False,True,False
19943,47,23,1,6,10,766,30,False,True,False,False,True
14552,62,34,10,2,17,160,4,False,False,True,True,False
55885,59,56,26,8,17,959,19,False,False,False,False,True
11852,49,35,18,0,14,307,13,False,False,True,False,True
50122,19,56,20,6,18,464,7,False,False,True,True,False
27338,27,59,12,8,4,350,23,True,True,False,True,False
11566,59,13,25,10,9,118,7,False,False,True,False,True
8959,39,54,13,6,23,697,24,True,False,True,False,False
33816,51,55,13,7,9,867,19,False,True,False,True,False
37152,42,35,7,1,30,393,28,False,False,True,False,True
50085,50,47,14,10,27,270,12,False,False,False,False,True
43709,27,40,19,6,7,938,11,False,False,True,False,True
47042,37,34,18,0,29,737,24,False,False,True,True,False
33536,47,4,18,0,26,641,29,True,True,False,False,True
21875,50,28,17,2,17,757,2,False,False,False,False,True
52123,63,41,11,10,24,872,14,False,True,False,False,False
16418,53,35,10,8,16,516,2,False,True,False,False,False
24264,28,44,5,0,18,637,29,False,True,False,False,True
16626,27,33,13,0,27,314,22,True,False,False,True,False
50403,37,32,6,5,22,849,9,True,True,False,False,True
13255,62,13,21,10,29,654,18,True,False,True,False,False
46601,64,17,2,9,23,231,3,True,False,False,False,True
49384,53,40,13,10,28,688,13,True,True,False,True,False
41633,26,11,27,4,7,406,20,True,False,True,True,False
12542,58,13,30,8,10,126,19,False,False,True,False,False
52177,19,25,16,10,21,763,28,True,False,False,False,True
50275,64,29,20,7,26,238,6,False,False,True,False,True
63494,65,57,21,5,30,966,7,False,False,True,False,False
33084,33,55,1,9,9,408,1,True,True,False,False,True
1366,45,20,24,5,8,702,5,False,True,False,False,True
13553,42,60,22,5,13,234,26,True,False,True,False,True
56558,48,45,29,0,24,381,18,False,False,True,False,True
4396,64,23,14,0,18,387,13,True,False,False,False,False
44836,25,13,25,9,23,792,1,True,False,False,False,True
52285,25,52,15,7,19,252,9,True,False,False,False,False
1049,48,25,8,9,12,451,16,False,False,True,False,True
29541,58,51,10,5,12,253,20,False,False,False,False,True
29027,56,5,23,8,7,388,10,True,False,True,True,False
39580,53,18,10,5,2,751,30,False,True,False,False,True
50301,27,54,13,9,20,692,9,False,False,False,False,True
5530,59,10,30,5,24,529,27,False,False,True,True,False
51742,32,50,24,9,27,757,20,True,False,False,False,False
13061,43,12,21,1,20,522,28,False,True,False,True,False
61198,51,28,5,6,4,635,2,False,False,False,False,False
48547,37,51,12,7,29,575,20,True,False,False,False,True
31668,18,8,26,5,1,974,1,False,False,True,False,True
24839,46,21,23,8,2,168,25,False,False,False,True,False
39544,20,12,6,7,12,514,20,False,True,False,True,False
50001,31,39,11,4,21,372,21,False,False,True,True,False
60806,62,51,8,6,29,778,14,True,False,True,False,True
4324,39,31,24,6,25,776,17,False,False,True,False,False
27617,62,42,10,9,29,929,17,False,False,True,False,False
26851,24,45,14,9,3,819,14,False,False,False,False,True
62408,52,58,2,9,3,371,27,False,True,False,False,False
6401,49,53,15,1,22,948,16,False,False,True,True,False
37385,23,6,26,1,0,238,19,False,True,False,False,False
52212,38,8,5,4,22,116,11,False,False,False,True,False
4320,28,23,19,1,24,118,7,True,False,True,False,False
43557,47,36,6,3,23,393,17,True,True,False,True,False
23746,31,7,21,6,10,628,2,True,True,False,False,True
50252,27,43,9,4,22,937,6,False,False,False,True,False
42448,21,59,4,8,24,471,22,True,True,False,False,True
6995,34,42,21,3,9,672,13,True,False,False,False,False
49883,58,24,3,10,12,749,1,True,False,True,False,True
32366,60,57,26,1,19,572,20,True,True,False,False,True
25837,37,11,30,8,16,452,18,True,False,True,False,True
61694,60,59,28,1,25,696,25,False,True,False,True,False
33016,34,28,29,1,19,347,29,True,True,False,True,False
62292,33,32,14,0,21,670,28,False,True,False,True,False
41762,44,2,13,8,1,867,28,True,False,True,True,False
4375,34,39,29,0,26,888,14,False,True,False,True,False
7778,32,42,7,7,6,304,20,False,False,False,False,False
2332,51,20,16,6,29,418,23,False,False,False,True,False
28526,64,44,12,9,25,947,8,False,False,False,False,True
23757,30,55,18,4,5,218,21,False,True,False,False,False
29383,50,25,26,7,0,587,29,False,True,False,False,True
34700,43,32,3,7,12,241,13,False,True,False,True,False
23890,62,57,18,8,1,235,2,False,True,False,False,True
30301,63,60,18,10,26,444,25,True,False,False,False,False
55811,61,53,5,5,25,465,18,False,True,False,False,False
26779,54,44,13,6,24,181,8,True,True,False,True,False
17057,61,45,26,9,8,373,10,False,True,False,False,False
62092,27,44,16,5,28,704,29,False,False,False,True,False
35882,41,13,12,10,2,503,2,True,True,False,False,False
1912,21,2,7,8,26,860,13,False,False,True,False,False
27019,52,16,3,9,5,181,19,False,False,False,True,False
60756,54,26,14,5,25,523,12,True,False,True,False,False
25864,26,7,18,8,9,877,16,False,False,False,True,False
50281,35,39,30,6,26,735,12,False,False,False,False,False
34802,37,13,16,5,0,870,26,False,False,False,False,False
48728,56,29,21,4,23,123,28,False,False,True,True,False
20756,53,37,6,9,0,988,10,True,False,True,False,True
1505,43,10,27,8,2,849,6,False,True,False,True,False
11100,47,33,3,1,8,914,22,False,False,False,False,True
32814,58,52,14,10,15,741,11,False,False,False,False,False
64044,53,50,28,10,19,575,28,False,False,True,True,False
58690,56,22,18,10,29,962,10,False,False,False,True,False
34668,48,21,18,5,16,509,1,False,False,True,False,False
42600,37,27,16,5,29,218,13,True,False,False,False,False
38601,36,50,23,6,7,240,21,False,False,False,True,False
54299,39,4,1,1,3,788,23,True,False,True,False,False
139,65,13,4,3,12,921,3,True,False,False,True,False
59685,53,6,4,8,28,499,11,True,False,True,True,False
33467,57,33,18,6,27,324,6,True,False,False,False,True
33901,52,38,17,9,10,717,11,True,False,True,False,True
57223,33,30,19,5,19,741,23,False,False,False,False,True
54812,27,7,2,4,12,701,3,True,False,True,False,False
26044,21,8,19,9,24,544,18,False,False,False,False,False
61868,40,30,15,10,19,134,9,True,False,True,False,True
49391,20,29,10,6,20,702,8,False,False,False,False,True
43713,27,17,26,0,11,437,30,False,False,False,True,False
24377,37,37,10,10,28,709,28,False,False,True,False,True
18249,41,60,18,4,19,791,19,True,False,False,True,False
562,41,38,23,8,21,569,7,False,False,True,False,True
47188,54,12,1,9,7,128,11,False,True,False,False,True
17699,56,27,3,9,28,765,22,False,False,False,True,False
14288,41,7,15,8,9,313,28,True,False,True,False,False
58336,64,37,5,8,19,957,25,False,False,False,False,True
53564,44,47,6,9,30,464,21,False,False,False,False,True
14611,55,58,26,7,8,898,8,True,False,True,False,True
1052,31,23,29,4,28,676,14,False,True,False,False,True
63803,63,35,2,5,5,927,18,True,True,False,True,False
45797,62,10,12,9,22,106,27,False,False,True,False,False
5267,25,30,21,0,18,278,28,True,False,False,False,False
30245,30,57,17,7,20,455,29,False,False,False,False,False
21831,36,26,2,0,22,841,18,False,True,False,True,False
48020,45,48,22,5,30,944,16,False,True,False,False,False
54883,46,57,29,10,30,644,20,False,True,False,False,True
35321,51,6,8,10,26,260,3,True,True,False,False,False
10333,41,17,12,9,7,617,9,True,False,False,True,False
46183,26,50,5,10,26,206,18,False,False,True,False,False
64275,41,22,2,6,25,726,26,False,False,True,True,False
18501,25,48,11,7,5,966,16,False,False,False,False,True
46836,41,4,13,3,27,485,15,False,False,True,False,True
48538,57,57,5,10,2,174,30,False,False,False,False,True
17851,37,42,13,0,29,110,21,True,True,False,False,True
13562,20,48,30,6,4,930,1,False,True,False,True,False
45663,41,52,21,4,6,331,23,False,True,False,True,False
13128,32,9,3,5,0,184,14,True,False,False,True,False
59316,65,36,3,9,10,458,21,True,False,True,False,True
46938,20,58,1,9,23,416,30,False,False,False,False,True
63212,52,7,2,8,14,771,8,False,False,False,False,False
7828,49,3,13,5,3,733,19,True,False,True,False,False
26812,19,4,9,5,11,502,24,False,True,False,True,False
62147,62,22,19,3,25,614,5,False,False,False,True,False
14584,32,22,22,7,11,349,26,True,False,False,False,True
14497,19,20,21,5,27,169,16,True,False,True,False,False
26125,41,43,28,2,20,835,19,True,False,True,False,True
25032,44,12,28,3,28,109,6,False,True,False,True,False
3158,28,10,19,7,0,618,11,False,True,False,False,False
45544,41,43,7,6,4,713,2,False,True,False,False,True
22802,29,13,9,8,8,345,6,False,True,False,False,True
23112,40,26,2,2,10,183,6,True,False,True,False,False
15163,53,6,15,7,20,202,5,True,False,False,False,True
62505,37,32,12,7,21,489,18,True,False,False,False,True
9592,54,50,3,6,27,718,28,False,False,False,False,True
38359,35,20,19,9,18,378,2,True,True,False,True,False
41328,36,10,8,9,15,627,4,False,False,True,True,False
12654,39,8,22,7,27,851,17,True,False,True,False,False
50158,20,39,16,10,29,945,2,True,False,False,False,False
57863,57,9,12,7,25,463,22,False,True,False,False,False
56929,64,43,7,10,28,135,20,False,False,True,False,True
51888,24,34,28,6,20,246,19,True,True,False,False,True
11822,21,17,16,8,7,371,25,False,False,False,False,False
3477,24,14,8,8,26,878,1,True,True,False,True,False
45368,36,4,13,1,24,158,10,True,False,False,True,False
32928,37,49,26,1,23,136,2,True,False,True,False,False
36500,54,47,30,4,15,413,30,True,False,True,False,False
4175,19,51,29,3,18,128,27,False,False,True,True,False
37342,65,44,7,2,9,285,26,True,True,False,True,False
7708,49,43,10,0,20,650,15,True,False,True,True,False
47412,35,52,12,10,22,123,4,True,False,True,True,False
4754,36,18,6,0,23,297,28,False,True,False,False,True
28238,54,52,13,3,18,177,24,True,False,False,True,False
16529,50,47,28,9,22,701,13,True,True,False,False,True
10862,50,37,4,0,3,495,2,True,True,False,True,False
34681,29,13,7,1,16,469,13,False,True,False,False,True
51899,19,47,12,10,21,230,2,False,False,True,False,False
21529,24,60,30,9,26,304,25,False,False,False,False,False
42189,38,31,25,6,15,523,10,True,False,True,False,False
36667,37,54,28,9,1,384,16,False,True,False,True,False
45524,30,8,8,3,16,469,14,False,False,True,True,False
29987,26,41,12,6,6,221,29,True,True,False,False,False
27558,39,40,19,8,15,667,17,True,False,True,True,False
23882,36,2,2,6,18,879,21,True,False,True,False,True
33717,36,31,3,3,6,384,27,False,False,True,False,True
20311,20,8,1,9,23,433,17,True,False,False,True,False
507,47,39,15,6,9,912,12,False,True,False,True,False
46097,51,57,2,6,9,689,10,True,False,False,True,False
1414,30,29,9,10,2,640,24,False,False,True,False,True
44255,61,31,16,0,26,297,20,True,False,True,True,False
15138,27,56,19,4,15,714,7,True,True,False,True,False
11278,53,27,9,9,15,698,9,False,False,False,False,False
39388,19,4,2,2,4,226,23,True,True,False,False,True
13090,60,26,17,3,1,587,1,False,False,False,False,False
20170,39,17,27,1,6,141,5,False,True,False,False,True
57651,23,25,28,1,22,379,7,False,True,False,False,True
10611,26,51,20,5,6,710,27,True,False,False,False,False
39746,45,11,30,9,12,329,24,True,True,False,False,False
25567,58,58,24,3,14,303,13,True,False,True,False,False
36435,42,43,12,2,3,985,23,False,False,True,False,True
31552,65,14,25,2,24,361,23,False,False,False,True,False
43066,35,31,23,3,27,152,6,True,True,False,True,False
2078,44,30,16,0,9,910,10,False,False,False,False,False
29807,52,22,2,2,17,371,13,True,False,False,True,False
13112,40,45,7,0,0,973,30,True,False,True,False,True
38403,35,59,9,5,4,355,20,True,True,False,False,True
29637,60,39,30,8,11,779,1,True,False,False,False,True
2481,61,20,28,6,11,311,12,False,False,False,False,False
44014,26,28,24,7,4,546,24,True,True,False,False,True
53991,45,32,1,8,17,842,6,False,False,True,True,False
55332,36,50,13,7,27,872,9,False,False,False,False,False
33735,61,11,2,3,15,749,9,True,True,False,False,False
34331,32,56,4,3,17,972,17,True,False,False,True,False
43180,29,56,10,3,3,226,14,True,False,False,False,True
50344,60,60,13,10,29,879,29,True,False,True,False,False
23471,36,39,11,2,17,442,11,False,False,True,False,False
59690,19,43,17,5,22,428,2,True,True,False,True,False
35004,22,19,27,3,19,573,5,False,True,False,True,False
34764,53,39,4,6,2,545,10,True,True,False,False,True
11493,41,18,28,0,29,745,24,True,False,False,False,False
18509,24,34,3,10,18,193,28,True,True,False,False,False
19982,57,14,24,7,18,769,27,False,False,True,True,False
60417,30,6,2,5,9,506,3,True,True,False,False,False
27016,51,44,25,3,5,654,5,True,True,False,False,True
49574,61,11,25,1,23,192,17,False,True,False,True,False
12699,32,32,13,0,26,175,23,True,True,False,False,True
58125,32,6,23,2,28,155,21,False,False,True,True,False
59819,49,46,7,7,30,472,1,False,False,True,False,True
2189,46,17,21,6,22,377,5,False,True,False,True,False
34442,18,6,6,4,9,139,18,True,False,False,False,True
25566,34,47,22,8,19,378,19,False,False,False,False,False
9730,57,16,27,6,1,712,13,False,True,False,True,False
51035,40,60,16,10,22,694,19,True,False,False,False,False
38512,63,56,28,7,20,663,14,True,True,False,False,False
1243,22,54,27,3,12,422,16,False,False,False,True,False
23834,56,30,6,3,6,377,26,False,True,False,True,False
23070,42,18,14,10,19,381,29,False,False,True,True,False
49544,38,45,16,8,17,118,9,True,False,False,False,True
16076,18,29,5,4,19,628,1,True,True,False,False,False
7977,53,35,2,1,1,820,4,False,False,True,True,False
43800,49,50,4,9,1,956,15,False,False,True,False,False
36676,44,9,7,4,0,389,16,False,False,True,False,False
27371,63,16,13,4,6,269,22,True,False,False,False,False
12143,22,10,5,8,6,820,7,False,True,False,False,False
22531,63,21,12,8,23,790,8,False,False,True,False,True
42343,47,32,11,10,19,835,16,True,True,False,False,False
22305,49,30,5,1,26,263,25,False,False,False,True,False
46250,26,53,7,6,22,247,26,True,False,True,False,True
26841,49,21,9,7,27,350,27,True,False,True,False,True
61038,49,47,22,10,27,469,25,True,False,True,True,False
29514,54,43,29,9,14,646,28,True,False,True,True,False
19975,48,22,15,6,28,370,14,False,True,False,False,False
12496,64,30,19,7,11,191,17,False,True,False,False,False
31053,48,33,16,3,3,752,19,True,True,False,True,False
41170,55,57,12,7,23,447,26,False,False,False,False,True
57797,56,53,20,9,17,559,3,True,False,False,True,False
23807,35,45,9,3,17,295,30,True,True,False,False,True
1393,55,22,1,10,16,832,22,True,False,False,False,False
62958,41,41,10,5,24,179,14,False,True,False,False,True
17520,62,30,22,4,13,992,18,False,True,False,False,True
1742,59,59,9,0,12,255,17,False,False,True,False,False
42221,26,38,26,6,18,574,26,True,False,False,True,False
23729,47,15,7,10,23,799,28,False,False,True,False,False
49316,37,48,3,0,21,549,17,False,False,True,True,False
41685,62,27,27,9,11,684,11,True,False,True,False,False
41923,30,11,9,2,14,569,18,False,False,True,True,False
7600,38,4,21,0,26,526,5,False,False,False,True,False
28055,49,5,18,8,20,540,8,False,False,True,False,False
40805,57,51,10,4,2,536,22,False,False,False,True,False
56963,63,29,14,8,19,141,15,False,False,True,False,False
54825,29,30,29,6,24,158,3,True,False,True,False,False
43812,55,20,11,1,13,994,30,True,True,False,False,True
41609,19,8,4,0,19,147,22,False,True,False,False,True
31332,24,58,9,0,26,243,15,True,False,False,True,False
31021,41,22,15,2,4,372,16,True,False,True,True,False
31153,27,56,26,9,9,901,8,True,False,True,False,False
2507,35,51,2,6,3,659,11,False,True,False,True,False
36343,40,39,26,7,12,443,18,True,True,False,True,False
54406,56,30,22,8,22,620,8,True,False,True,False,True
35235,65,9,28,4,0,486,1,True,False,True,False,True
59418,46,31,30,9,24,377,10,True,True,False,False,True
13659,59,2,30,8,21,333,1,True,False,True,False,True
5985,18,22,9,7,17,894,5,False,False,True,False,False
8230,48,31,29,0,12,109,20,False,False,True,True,False
64116,58,4,1,7,0,413,28,True,False,False,False,True
48761,48,59,5,10,26,337,1,False,False,True,True,False
23520,18,48,16,2,7,107,19,False,False,False,False,False
56522,58,22,3,9,12,368,1,True,False,False,False,True
4965,62,27,28,2,13,126,9,True,False,True,False,False
44819,43,1,18,5,23,804,13,True,False,False,False,False
33242,49,41,30,6,25,716,14,True,True,False,False,False
45894,62,42,12,6,18,199,20,True,False,False,False,True
6298,48,10,18,4,11,269,18,True,True,False,False,True
18637,49,18,1,0,16,328,1,True,False,True,False,True
53461,38,30,10,2,29,262,13,False,True,False,False,True
31598,30,24,20,7,1,331,28,True,True,False,False,True
1747,64,32,10,7,21,338,15,False,False,True,False,True
31903,45,23,4,8,4,477,8,True,True,False,False,True
43561,59,24,21,7,9,845,10,True,False,False,False,True
42485,42,13,17,8,13,772,20,False,False,True,False,False
8250,24,5,27,6,17,450,24,False,False,True,False,True
38332,35,19,14,4,4,376,10,True,True,False,True,False
20510,23,40,15,4,0,212,1,True,False,False,True,False
27286,19,16,16,3,16,444,26,False,False,False,True,False
58521,41,48,11,6,28,979,20,True,True,False,True,False
140,25,58,7,5,9,920,22,False,False,False,False,False
1487,58,49,28,7,28,221,2,True,False,True,False,False
22350,52,25,5,9,5,715,7,True,False,True,False,False
45560,43,12,10,8,21,231,6,False,False,False,False,True
20141,55,26,17,7,15,357,7,True,False,True,False,True
49111,38,38,10,5,17,886,30,True,True,False,False,False
28626,60,40,19,2,27,405,23,True,False,True,False,True
6596,21,11,4,2,17,238,9,True,False,True,False,False
43097,41,34,6,9,26,875,2,True,False,True,True,False
17450,33,52,3,3,28,337,14,True,False,True,False,False
37263,26,23,23,3,2,104,7,False,True,False,True,False
46899,57,17,23,0,22,357,2,False,True,False,False,False
57805,64,43,7,7,20,219,9,False,True,False,True,False
22696,34,20,28,8,9,401,7,False,False,True,False,False
15488,19,23,25,9,1,326,8,True,False,False,False,False
1579,54,32,13,0,0,206,21,True,False,True,False,True
28586,36,45,1,10,30,563,16,True,False,True,False,True
46781,64,55,3,5,30,566,29,False,False,True,False,True
3106,38,57,6,3,26,108,12,False,False,True,False,False
17229,30,20,4,10,17,276,25,True,False,True,False,False
44176,24,40,5,3,4,924,15,False,False,False,False,False
41200,64,9,4,3,13,184,11,True,True,False,True,False
56394,31,24,10,8,17,830,19,True,False,True,False,True
55357,31,41,23,9,30,352,25,True,False,True,False,False
31340,40,9,2,8,19,925,7,False,True,False,True,False
57858,64,50,3,10,8,279,8,True,False,False,False,False
34775,47,52,27,6,8,439,29,False,True,False,True,False
37097,64,27,22,0,7,447,23,True,False,False,True,False
54222,30,46,9,7,22,391,10,False,True,False,False,False
3903,23,26,24,3,7,709,7,False,True,False,False,True
6998,32,13,1,4,17,326,17,False,False,True,True,False
818,23,21,14,4,10,909,15,False,True,False,True,False
20066,32,45,4,3,15,646,8,True,False,False,False,True
28972,47,60,13,2,0,482,15,True,False,True,False,False
13517,46,23,4,7,9,402,12,False,False,False,True,False
27136,23,31,17,2,20,235,20,True,False,True,False,True
37879,52,46,26,1,2,296,16,False,False,False,False,False
8438,38,50,12,4,18,552,15,True,False,True,False,False
44382,52,55,2,7,14,759,1,True,False,False,True,False
58702,29,4,7,0,27,986,11,False,False,True,True,False
34235,40,57,8,9,30,225,25,False,False,True,False,True
7869,49,27,29,10,2,108,19,False,True,False,False,True
54045,25,26,29,3,24,988,24,False,True,False,True,False
363,30,41,17,2,14,706,12,True,False,False,True,False
61132,25,34,22,5,17,789,3,True,False,True,True,False
15269,57,45,21,5,21,920,4,False,True,False,True,False
22621,60,36,10,4,23,655,7,False,True,False,False,True
2511,45,34,23,3,8,154,4,False,False,False,True,False
29890,53,35,14,10,4,128,7,False,False,False,False,False
8112,34,39,12,0,9,559,24,True,True,False,True,False
63248,55,38,14,9,22,349,2,True,False,True,False,False
37706,65,15,23,7,11,282,8,False,True,False,False,False
29662,42,10,17,9,0,544,17,True,False,False,False,False
22363,28,23,15,1,30,982,19,False,False,True,False,True
21242,52,20,5,1,11,658,1,False,False,True,False,True
54145,61,12,18,9,25,559,19,False,False,True,True,False
34958,22,28,3,4,20,776,19,True,False,False,False,False
59832,25,48,17,6,27,794,29,True,True,False,False,False
62576,36,4,19,7,26,856,6,False,True,False,True,False
24400,29,47,4,1,7,746,5,True,True,False,True,False
52354,53,54,18,6,27,320,17,False,False,True,False,False
28441,50,10,28,4,20,717,7,False,False,False,False,False
58472,60,5,30,7,29,819,29,False,False,False,True,False
11998,38,2,23,6,11,154,19,False,False,False,True,False
7360,44,31,13,3,2,253,27,True,False,False,True,False
31346,23,7,24,6,7,263,20,True,False,True,True,False
40386,45,10,27,9,5,588,27,True,True,False,False,True
13664,53,57,21,0,24,252,12,True,True,False,False,True
46912,40,54,10,8,20,898,9,False,False,True,False,True
31652,45,48,21,2,17,503,2,False,True,False,True,False
55274,56,6,26,6,22,148,18,False,False,False,True,False
64132,52,14,20,0,24,329,16,False,False,False,False,True
42080,52,2,2,4,13,747,16,False,False,False,False,True
54309,42,27,24,7,29,221,21,True,True,False,True,False
52119,59,39,1,1,13,112,1,False,True,False,False,False
48567,19,16,2,5,25,931,8,False,True,False,True,False
50427,54,50,19,10,19,184,1,True,False,False,False,False
48892,56,37,1,0,22,104,4,False,True,False,True,False
47928,45,53,26,6,22,767,24,True,False,True,True,False
48439,55,42,26,5,16,981,21,True,False,False,False,True
44643,25,45,11,6,14,593,17,False,False,False,True,False
20442,62,1,12,8,20,843,24,True,True,False,False,True
266,58,38,26,0,27,874,12,True,True,False,False,False
10895,22,51,14,2,27,304,17,True,False,True,True,False
54805,46,55,7,8,16,583,1,True,False,True,True,False
47573,18,40,23,9,16,370,12,False,True,False,False,True
18650,45,47,21,6,16,821,14,False,True,False,False,False
17480,60,29,22,5,27,888,16,False,True,False,False,True
1217,53,4,26,3,23,116,13,True,True,False,False,False
54895,22,57,8,7,16,211,22,False,False,True,False,True
51527,34,45,28,10,25,753,12,True,False,False,True,False
61465,44,46,23,5,26,502,19,True,False,True,True,False
51242,28,18,22,5,28,538,7,False,True,False,True,False
12122,37,5,13,6,10,478,6,False,False,True,True,False
59430,24,42,2,2,1,261,10,True,False,True,False,False
5997,62,6,24,4,10,926,9,False,False,False,False,True
40846,38,13,15,3,13,798,4,True,False,False,False,False
49707,50,11,8,2,22,219,25,False,True,False,True,False
19222,24,4,1,0,23,471,18,True,False,True,True,False
14987,63,43,14,0,9,159,25,False,True,False,False,False
54207,59,36,5,4,27,109,22,False,False,False,True,False
57270,62,28,6,10,22,888,17,False,True,False,False,False
11434,55,32,20,9,27,755,19,False,True,False,False,False
50363,34,49,21,9,20,691,26,False,False,False,True,False
26966,51,56,7,1,22,380,11,True,False,False,True,False
32300,55,46,14,7,22,634,16,True,True,False,True,False
59056,19,46,17,8,19,538,25,True,False,True,True,False
46837,27,17,1,9,23,923,29,False,False,True,True,False
45832,52,14,3,9,20,672,29,True,True,False,False,False
16875,64,51,18,2,3,332,21,True,False,True,False,False
57436,51,6,4,5,9,419,13,True,False,True,False,True
48620,59,12,4,10,22,678,3,True,False,True,False,False
37705,52,2,9,9,14,726,15,False,False,False,True,False
38875,34,42,7,2,25,839,13,False,True,False,True,False
37854,63,1,22,3,2,531,14,False,False,True,True,False
62821,46,37,21,8,25,350,16,True,False,False,False,False
7987,31,58,15,0,1,344,28,False,True,False,True,False
22191,33,15,15,5,15,865,22,True,False,False,False,False
47795,53,56,18,1,27,975,28,False,True,False,True,False
9850,34,4,14,4,4,421,11,True,False,True,False,False
43919,62,52,15,0,16,487,5,False,False,False,False,False
19523,38,23,18,7,3,680,7,False,False,False,False,True
48259,56,52,14,5,16,990,29,False,False,True,False,False
20449,40,43,11,5,26,332,20,False,False,False,True,False
5705,59,2,16,0,13,435,22,True,False,False,False,True
46443,52,10,2,3,24,600,13,False,True,False,False,False
36966,64,19,6,8,27,720,29,False,True,False,False,True
58256,63,3,2,3,0,807,20,True,True,False,False,False
48886,53,49,2,6,11,577,5,True,False,True,False,True
57576,52,23,16,9,29,458,16,False,True,False,False,False
6803,30,25,18,0,2,954,14,False,False,True,False,True
21776,26,57,7,3,15,937,5,True,False,False,False,True
62590,39,23,11,2,21,227,24,False,False,True,True,False
37648,63,14,5,1,19,787,5,True,False,False,False,False
7321,22,57,15,0,10,656,27,False,True,False,False,True
50716,19,56,19,6,23,582,7,False,True,False,True,False
57672,25,15,6,1,27,702,13,False,True,False,True,False
22075,64,41,18,1,28,179,20,False,False,True,True,False
40303,18,31,26,8,6,170,12,False,False,False,False,True
22780,39,46,16,0,0,843,12,False,True,False,True,False
7578,19,50,17,7,18,880,30,False,False,True,False,False
47226,34,32,5,6,20,259,9,True,True,False,False,True
42806,34,12,14,4,10,732,6,False,True,False,False,False
6513,45,38,21,4,10,312,14,False,True,False,True,False
42127,40,48,20,2,10,703,17,True,False,False,False,False
40406,46,60,30,4,29,643,12,True,False,True,True,False
37256,58,4,3,10,4,490,20,False,False,False,False,True
45013,42,4,11,0,15,510,7,True,False,True,True,False
57914,47,30,7,1,22,669,19,False,False,False,True,False
29080,65,9,20,9,15,900,13,False,False,False,False,True
40873,58,23,27,5,5,353,19,True,False,True,False,True
57236,21,55,11,10,18,815,14,True,False,True,True,False
18820,37,44,29,7,17,630,5,True,True,False,True,False
25067,64,21,4,8,9,902,16,False,False,True,True,False
44233,51,15,29,7,6,155,29,False,False,True,False,False
6555,45,28,11,5,28,991,9,True,True,False,False,False
6651,54,40,27,2,4,645,4,True,False,True,False,False
45446,63,8,19,9,17,937,22,False,False,True,False,False
57150,20,42,14,8,28,538,29,True,False,False,True,False
51261,25,48,10,9,24,440,26,True,False,True,False,True
53429,55,52,1,2,21,164,28,False,False,False,True,False
57145,27,46,9,8,24,487,30,False,False,False,False,True
5740,58,51,20,7,14,653,20,True,True,False,False,False
33677,41,22,21,6,16,150,26,False,True,False,True,False
8876,52,1,26,7,11,900,19,False,False,True,True,False
18713,45,24,16,6,13,525,2,True,False,True,True,False
55476,19,49,15,5,20,264,6,False,True,False,True,False
45361,47,43,5,6,8,607,19,True,True,False,False,False
7306,53,26,23,4,5,648,5,False,True,False,False,True
17802,19,51,28,4,20,592,11,False,True,False,False,False
60189,37,52,8,9,27,724,2,False,True,False,False,True
38856,35,18,21,2,10,503,18,False,False,False,True,False
60771,35,40,19,9,18,876,6,True,True,False,False,False
52916,27,14,3,6,21,692,1,False,False,True,True,False
45362,55,56,24,0,5,142,19,False,False,False,False,True
39856,41,16,9,9,15,348,18,True,False,True,True,False
23914,53,31,14,2,15,120,30,False,True,False,False,False
